source,target,weight_follow,retweet_weight,weight,user_info
37413076,1955720384,1.0,0.0026954177897574125,1.0026954177897571,both
37413076,1059207842,1.0,0.0,1.0,follow
37413076,193700451,1.0,0.0,1.0,follow
37413076,20644420,1.0,0.0,1.0,follow
37413076,24791335,1.0,0.0,1.0,follow
37413076,482583016,1.0,0.0026954177897574125,1.0026954177897571,both
37413076,2459169938,1.0,0.0,1.0,follow
37413076,327926324,1.0,0.0,1.0,follow
37413076,359236505,1.0,0.0,1.0,follow
37413076,64980891,1.0,0.0,1.0,follow
37413076,2831363550,1.0,0.0,1.0,follow
556661091,2785123074,1.0,0.0,1.0,follow
556661091,130417544,1.0,0.0,1.0,follow
556661091,198773386,1.0,0.0,1.0,follow
556661091,20051851,1.0,0.0,1.0,follow
556661091,359236505,1.0,0.0,1.0,follow
556661091,2891662632,1.0,0.0,1.0,follow
556661091,14711982,1.0,0.0,1.0,follow
556661091,23053753,1.0,0.0,1.0,follow
556661091,130123715,1.0,0.0,1.0,follow
556661091,1913262020,1.0,0.0,1.0,follow
556661091,522628807,1.0,0.0,1.0,follow
556661091,138294089,1.0,0.0,1.0,follow
556661091,1484651119,1.0,0.0,1.0,follow
556661091,419092341,1.0,0.0,1.0,follow
556661091,599745022,1.0,0.0,1.0,follow
573614242,340376505,1.0,0.0,1.0,follow
573614242,14711982,1.0,0.0,1.0,follow
573614242,599745022,1.0,0.0,1.0,follow
98896743,20644420,1.0,0.0,1.0,follow
74418780,590023803,1.0,0.0,1.0,follow
74418780,20644420,1.0,0.0,1.0,follow
769193119,1116121759,1.0,0.0,1.0,follow
34472348,229376260,1.0,0.0,1.0,follow
34472348,885751759,1.0,0.0,1.0,follow
34472348,590023803,1.0,0.0,1.0,follow
162266849,2360323201,1.0,0.0,1.0,follow
162266849,2459169938,1.0,0.0,1.0,follow
162266849,359236505,1.0,0.0,1.0,follow
162266849,25805982,1.0,0.0,1.0,follow
162266849,14711982,1.0,0.0,1.0,follow
162266849,546641586,1.0,0.0,1.0,follow
162266849,340376505,1.0,0.0,1.0,follow
162266849,23053753,1.0,0.0,1.0,follow
162266849,714051386,1.0,0.0,1.0,follow
162266849,1955720384,1.0,0.0,1.0,follow
162266849,424617920,1.0,0.0,1.0,follow
162266849,20644420,1.0,0.0,1.0,follow
162266849,138294089,1.0,0.0,1.0,follow
162266849,3017002076,1.0,0.0,1.0,follow
162266849,254941287,1.0,0.0,1.0,follow
162266849,1240932972,1.0,0.0,1.0,follow
162266849,25795054,1.0,0.0,1.0,follow
162266849,2483605494,1.0,0.0,1.0,follow
162266849,590023803,1.0,0.0,1.0,follow
38486565,86277690,1.0,0.0,1.0,follow
3063966541,599745022,1.0,0.0,1.0,follow
29424561,436502521,1.0,0.0,1.0,follow
29424561,20644420,1.0,0.0,1.0,follow
35588686,17263897,1.0,0.0,1.0,follow
29406736,1955720384,1.0,0.0,1.0,follow
29406736,20644420,1.0,0.0,1.0,follow
29406736,2831363550,1.0,0.0,1.0,follow
29406736,187138183,1.0,0.0,1.0,follow
29406736,144051948,1.0,0.0,1.0,follow
29406736,1386366252,1.0,0.0,1.0,follow
29406736,2587278392,1.0,0.0,1.0,follow
29406736,53645593,1.0,0.0,1.0,follow
29406736,359236505,1.0,0.0,1.0,follow
29406736,340376505,1.0,0.0,1.0,follow
100658892,53645593,1.0,0.0,1.0,follow
100658892,146668548,1.0,0.0,1.0,follow
38650214,772477398,1.0,0.0,1.0,follow
2829213614,1874504276,1.0,0.0,1.0,follow
38290921,33026792,1.0,0.0,1.0,follow
38290921,605013258,1.0,0.0,1.0,follow
38290921,590023803,1.0,0.0,1.0,follow
38290921,2105021,1.0,0.0,1.0,follow
38290921,2402894750,1.0,0.0,1.0,follow
247696871,2360323201,1.0,0.0,1.0,follow
247696871,36327171,1.0,0.0,1.0,follow
247696871,79459832,1.0,0.0,1.0,follow
247696871,19707925,1.0,0.0,1.0,follow
247696871,2402894750,1.0,0.0,1.0,follow
247696871,38645535,1.0,0.0,1.0,follow
247696871,573614242,1.0,0.0,1.0,follow
247696871,2797758762,1.0,0.0,1.0,follow
247696871,33894316,1.0,0.0,1.0,follow
247696871,36951856,1.0,0.0,1.0,follow
247696871,39935935,1.0,0.0,1.0,follow
247696871,20644420,1.0,0.0,1.0,follow
247696871,3015585874,1.0,0.0,1.0,follow
247696871,135132634,1.0,0.0,1.0,follow
247696871,21552376,1.0,0.0,1.0,follow
247696871,590023803,1.0,0.0,1.0,follow
247696871,599745022,1.0,0.0,1.0,follow
15641984,193700451,1.0,0.0,1.0,follow
15641984,20644420,1.0,0.0,1.0,follow
15641984,22906120,1.0,0.0,1.0,follow
15641984,51271144,1.0,0.0,1.0,follow
15641984,2459169938,1.0,0.0,1.0,follow
15641984,23053753,1.0,0.0,1.0,follow
15641984,590023803,1.0,0.0,1.0,follow
340376505,129635846,1.0,0.0,1.0,follow
340376505,29406736,1.0,0.0,1.0,follow
340376505,42542097,1.0,0.0,1.0,follow
340376505,431658017,1.0,0.0,1.0,follow
340376505,22874109,1.0,0.0,1.0,follow
340376505,327926324,1.0,0.0,1.0,follow
340376505,2587278392,1.0,0.0,1.0,follow
340376505,86277690,1.0,0.0,1.0,follow
340376505,20644420,1.0,0.0,1.0,follow
340376505,3015585874,1.0,0.0,1.0,follow
340376505,1874504276,1.0,0.0,1.0,follow
340376505,2992750166,1.0,0.0,1.0,follow
340376505,3017002076,1.0,0.0,1.0,follow
340376505,193700451,1.0,0.0,1.0,follow
340376505,254941287,1.0,0.0,1.0,follow
340376505,53128314,1.0,0.0,1.0,follow
340376505,590023803,1.0,0.0,1.0,follow
340376505,2360323201,1.0,0.0,1.0,follow
340376505,198773386,1.0,0.0,1.0,follow
340376505,2459169938,1.0,0.0,1.0,follow
340376505,3063697555,1.0,0.0,1.0,follow
340376505,291612312,1.0,0.0,1.0,follow
340376505,1570350235,1.0,0.0,1.0,follow
340376505,25805982,1.0,0.0,1.0,follow
340376505,1116121759,1.0,0.0,1.0,follow
340376505,350209691,1.0,0.0,1.0,follow
340376505,573614242,1.0,0.0,1.0,follow
340376505,1059207842,1.0,0.0,1.0,follow
340376505,752078492,1.0,0.0,1.0,follow
340376505,14711982,1.0,0.0,1.0,follow
340376505,543218867,1.0,0.0,1.0,follow
340376505,43830965,1.0,0.0,1.0,follow
340376505,1955720384,1.0,0.0,1.0,follow
340376505,239964366,1.0,0.0,1.0,follow
340376505,220616405,1.0,0.0,1.0,follow
340376505,162266849,1.0,0.0,1.0,follow
340376505,169833243,1.0,0.0,1.0,follow
340376505,2797758762,1.0,0.0,1.0,follow
340376505,2650794800,1.0,0.0,1.0,follow
340376505,714051386,1.0,0.0,1.0,follow
340376505,2949949244,1.0,0.0,1.0,follow
340376505,138294089,1.0,0.0,1.0,follow
340376505,131179888,1.0,0.0,1.0,follow
340376505,907734912,1.0,0.0,1.0,follow
340376505,79459832,1.0,0.0,1.0,follow
340376505,359236505,1.0,0.0,1.0,follow
340376505,64980891,1.0,0.0,1.0,follow
340376505,719655337,1.0,0.0,1.0,follow
340376505,33894316,1.0,0.0,1.0,follow
340376505,39935935,1.0,0.0,1.0,follow
340376505,365105604,1.0,0.0,1.0,follow
340376505,2831363550,1.0,0.0,1.0,follow
340376505,526411749,1.0,0.0,1.0,follow
340376505,482583016,1.0,0.0,1.0,follow
340376505,2294201833,1.0,0.0,1.0,follow
340376505,2483605494,1.0,0.0,1.0,follow
340376505,436502521,1.0,0.0,1.0,follow
340376505,599745022,1.0,0.0,1.0,follow
1580228064,20644420,1.0,0.0,1.0,follow
1580228064,187138183,1.0,0.0,1.0,follow
1580228064,169326150,1.0,0.0,1.0,follow
1580228064,86277690,1.0,0.0,1.0,follow
1580228064,169833243,1.0,0.0,1.0,follow
1580228064,714051386,1.0,0.0,1.0,follow
1580228064,2105021,1.0,0.0,1.0,follow
1580228064,599745022,1.0,0.0,1.0,follow
365105604,20644420,1.0,0.0,1.0,follow
365105604,1913262020,1.0,0.0,1.0,follow
365105604,2294201833,1.0,0.0,1.0,follow
365105604,347048522,1.0,0.0,1.0,follow
365105604,23053753,1.0,0.0,1.0,follow
365105604,340376505,1.0,0.0,1.0,follow
365105604,590023803,1.0,0.0,1.0,follow
43830965,1580228064,1.0,0.0,1.0,follow
43830965,340376505,1.0,0.0,1.0,follow
169833243,1580228064,1.0,0.0,1.0,follow
169833243,20644420,1.0,0.0,1.0,follow
169833243,994969160,1.0,0.0,1.0,follow
169833243,29406736,1.0,0.0,1.0,follow
169833243,546641586,1.0,0.0,1.0,follow
169833243,340376505,1.0,0.0,1.0,follow
169833243,714051386,1.0,0.0,1.0,follow
169833243,2105021,1.0,0.0,1.0,follow
116545134,26452697,1.0,0.0,1.0,follow
116545134,590023803,1.0,0.0,1.0,follow
116545134,20644420,1.0,0.0,1.0,follow
116358110,17021576,1.0,0.0,1.0,follow
23901130,20644420,1.0,0.0,1.0,follow
23901130,266503061,1.0,0.0,1.0,follow
23901130,714051386,1.0,0.0,1.0,follow
23901130,1116121759,1.0,0.0,1.0,follow
2105021,779043331,1.0,0.0,1.0,follow
2105021,177134723,1.0,0.0,1.0,follow
2105021,2640990344,1.0,0.0,1.0,follow
2105021,25816086,1.0,0.0,1.0,follow
2105021,359236505,1.0,0.0,1.0,follow
2105021,1715460890,1.0,0.0,1.0,follow
2105021,169833243,1.0,0.0,1.0,follow
2105021,275622946,1.0,0.0,1.0,follow
2105021,14861476,1.0,0.0,1.0,follow
2105021,2797758762,1.0,0.0,1.0,follow
2105021,337995180,1.0,0.0,1.0,follow
2105021,19440175,1.0,0.0,1.0,follow
2105021,86277690,1.0,0.0,1.0,follow
2105021,714051386,1.0,0.0,1.0,follow
2105021,1955720384,1.0,0.0,1.0,follow
2105021,20644420,1.0,0.0,1.0,follow
2105021,2992750166,1.0,0.0,1.0,follow
2105021,26452697,1.0,0.0,1.0,follow
2105021,3017002076,1.0,0.0,1.0,follow
2105021,2831363550,1.0,0.0,1.0,follow
2105021,1580228064,1.0,0.0,1.0,follow
2105021,254941287,1.0,0.0,1.0,follow
2105021,38290921,1.0,0.0,1.0,follow
2105021,308870516,1.0,0.0,1.0,follow
2105021,436502521,1.0,0.0,1.0,follow
2105021,590023803,1.0,0.0,1.0,follow
2105021,22874109,1.0,0.0,1.0,follow
2105021,599745022,1.0,0.0,1.0,follow
2601524623,217418435,1.0,0.0,1.0,follow
2601524623,61348039,1.0,0.0,1.0,follow
2601524623,22607317,1.0,0.0,1.0,follow
1955720384,2360323201,1.0,0.0,1.0,follow
1955720384,198773386,1.0,0.0,1.0,follow
1955720384,29406736,1.0,0.0026954177897574125,1.0026954177897571,both
1955720384,2459169938,1.0,0.0,1.0,follow
1955720384,25816086,1.0,0.0,1.0,follow
1955720384,359236505,1.0,0.0,1.0,follow
1955720384,1570350235,1.0,0.0,1.0,follow
1955720384,64980891,1.0,0.0,1.0,follow
1955720384,1059207842,1.0,0.0,1.0,follow
1955720384,36951856,1.0,0.0,1.0,follow
1955720384,2587278392,1.0,0.0,1.0,follow
1955720384,340376505,1.0,0.0,1.0,follow
1955720384,714051386,1.0,0.0,1.0,follow
1955720384,2949949244,1.0,0.0026954177897574125,1.0026954177897571,both
1955720384,2105021,1.0,0.0,1.0,follow
1955720384,20644420,1.0,0.0,1.0,follow
1955720384,347048522,1.0,0.0,1.0,follow
1955720384,37413076,1.0,0.0,1.0,follow
1955720384,162266849,1.0,0.0,1.0,follow
1955720384,193700451,1.0,0.0,1.0,follow
1955720384,482583016,1.0,0.0026954177897574125,1.0026954177897571,both
1955720384,599745022,1.0,0.0,1.0,follow
64980891,187138183,1.0,0.0,1.0,follow
64980891,236729223,1.0,0.0,1.0,follow
64980891,42542097,1.0,0.0,1.0,follow
64980891,2459169938,1.0,0.0,1.0,follow
64980891,359236505,1.0,0.0,1.0,follow
64980891,1116121759,1.0,0.0,1.0,follow
64980891,1059207842,1.0,0.0,1.0,follow
64980891,14711982,1.0,0.0,1.0,follow
64980891,36951856,1.0,0.0,1.0,follow
64980891,340376505,1.0,0.0,1.0,follow
64980891,714051386,1.0,0.0,1.0,follow
64980891,39935935,1.0,0.0,1.0,follow
64980891,1955720384,1.0,0.0,1.0,follow
64980891,20644420,1.0,0.0,1.0,follow
64980891,37413076,1.0,0.0,1.0,follow
64980891,2831363550,1.0,0.0,1.0,follow
64980891,193700451,1.0,0.0,1.0,follow
64980891,590023803,1.0,0.0,1.0,follow
64980891,599745022,1.0,0.0,1.0,follow
1405309777,130123715,1.0,0.0,1.0,follow
1405309777,298498586,1.0,0.0,1.0,follow
1405309777,39935935,1.0,0.0,1.0,follow
2584746324,20644420,1.0,0.0,1.0,follow
2584746324,590023803,1.0,0.0,1.0,follow
236880390,590023803,1.0,0.0,1.0,follow
2587278392,1955720384,1.0,0.0,1.0,follow
2587278392,187138183,1.0,0.0,1.0,follow
2587278392,23053753,1.0,0.0,1.0,follow
2587278392,29406736,1.0,0.0,1.0,follow
2587278392,359236505,1.0,0.0,1.0,follow
2587278392,340376505,1.0,0.0,1.0,follow
2587278392,2949949244,1.0,0.0,1.0,follow
2587278392,599745022,1.0,0.0,1.0,follow
590023803,907734912,1.0,0.0,1.0,follow
590023803,36327171,1.0,0.0,1.0,follow
590023803,187138183,1.0,0.0,1.0,follow
590023803,2459169938,1.0,0.0,1.0,follow
590023803,17263897,1.0,0.0,1.0,follow
590023803,359236505,1.0,0.0,1.0,follow
590023803,2402894750,1.0,0.0,1.0,follow
590023803,431658017,1.0,0.0,1.0,follow
590023803,36951856,1.0,0.0,1.0,follow
590023803,46076472,1.0,0.0,1.0,follow
590023803,340376505,1.0,0.0,1.0,follow
590023803,714051386,1.0,0.0,1.0,follow
590023803,2105021,1.0,0.0,1.0,follow
590023803,20644420,1.0,0.0,1.0,follow
590023803,26452697,1.0,0.0,1.0,follow
590023803,135132634,1.0,0.0,1.0,follow
590023803,2831363550,1.0,0.0,1.0,follow
590023803,18096229,1.0,0.0,1.0,follow
590023803,38290921,1.0,0.0,1.0,follow
590023803,116545134,1.0,0.0,1.0,follow
590023803,79459832,1.0,0.0,1.0,follow
590023803,599745022,1.0,0.0,1.0,follow
46076472,2360323201,1.0,0.0,1.0,follow
46076472,431658017,1.0,0.0,1.0,follow
46076472,33894316,1.0,0.0,1.0,follow
46076472,714051386,1.0,0.0,1.0,follow
46076472,39935935,1.0,0.0,1.0,follow
46076472,20644420,1.0,0.0,1.0,follow
46076472,2992750166,1.0,0.0,1.0,follow
46076472,3017002076,1.0,0.0,1.0,follow
46076472,2831363550,1.0,0.0,1.0,follow
46076472,254941287,1.0,0.0,1.0,follow
46076472,2483605494,1.0,0.0,1.0,follow
46076472,79459832,1.0,0.0,1.0,follow
46076472,590023803,1.0,0.0,1.0,follow
1037062796,20644420,1.0,0.0,1.0,follow
359236505,29406736,1.0,0.0,1.0,follow
359236505,42542097,1.0,0.0,1.0,follow
359236505,19707925,1.0,0.0,1.0,follow
359236505,431658017,1.0,0.0,1.0,follow
359236505,327926324,1.0,0.0,1.0,follow
359236505,2587278392,1.0,0.0,1.0,follow
359236505,86277690,1.0,0.0,1.0,follow
359236505,20644420,1.0,0.0,1.0,follow
359236505,3015585874,1.0,0.0,1.0,follow
359236505,3017002076,1.0,0.0,1.0,follow
359236505,193700451,1.0,0.0,1.0,follow
359236505,254941287,1.0,0.0,1.0,follow
359236505,342065781,1.0,0.0,1.0,follow
359236505,53128314,1.0,0.0,1.0,follow
359236505,590023803,1.0,0.0,1.0,follow
359236505,2360323201,1.0,0.0,1.0,follow
359236505,238128770,1.0,0.0,1.0,follow
359236505,2459169938,1.0,0.0,1.0,follow
359236505,291612312,1.0,0.0,1.0,follow
359236505,350209691,1.0,0.0,1.0,follow
359236505,752078492,1.0,0.0,1.0,follow
359236505,1116121759,1.0,0.0,1.0,follow
359236505,25805982,1.0,0.0,1.0,follow
359236505,1059207842,1.0,0.0,1.0,follow
359236505,14711982,1.0,0.0,1.0,follow
359236505,543218867,1.0,0.0,1.0,follow
359236505,2105021,1.0,0.0,1.0,follow
359236505,1955720384,1.0,0.0026954177897574125,1.0026954177897571,both
359236505,239964366,1.0,0.0,1.0,follow
359236505,37413076,1.0,0.0,1.0,follow
359236505,162266849,1.0,0.0,1.0,follow
359236505,1849850612,1.0,0.0,1.0,follow
359236505,2797758762,1.0,0.0,1.0,follow
359236505,714051386,1.0,0.0,1.0,follow
359236505,2949949244,1.0,0.0,1.0,follow
359236505,138294089,1.0,0.0,1.0,follow
359236505,556661091,1.0,0.0,1.0,follow
359236505,266503061,1.0,0.0,1.0,follow
359236505,64980891,1.0,0.0,1.0,follow
359236505,22006180,1.0,0.0,1.0,follow
359236505,719655337,1.0,0.0,1.0,follow
359236505,337995180,1.0,0.0,1.0,follow
359236505,340376505,1.0,0.0,1.0,follow
359236505,39935935,1.0,0.0,1.0,follow
359236505,2831363550,1.0,0.0,1.0,follow
359236505,1580228064,1.0,0.0,1.0,follow
359236505,526411749,1.0,0.0,1.0,follow
359236505,482583016,1.0,0.0026954177897574125,1.0026954177897571,both
359236505,2483605494,1.0,0.0,1.0,follow
359236505,436502521,1.0,0.0,1.0,follow
359236505,22874109,1.0,0.0,1.0,follow
359236505,599745022,1.0,0.0,1.0,follow
2294201833,365105604,1.0,0.0,1.0,follow
2294201833,599745022,1.0,0.0,1.0,follow
2294201833,538056844,1.0,0.0,1.0,follow
2294201833,340376505,1.0,0.0,1.0,follow
2294201833,25805982,1.0,0.0,1.0,follow
135132634,2360323201,1.0,0.0,1.0,follow
135132634,36327171,1.0,0.0,1.0,follow
135132634,25805982,1.0,0.0,1.0,follow
135132634,189467550,1.0,0.0,1.0,follow
135132634,1059207842,1.0,0.0,1.0,follow
135132634,14711982,1.0,0.0,1.0,follow
135132634,36951856,1.0,0.0,1.0,follow
135132634,138373439,1.0,0.0,1.0,follow
135132634,20644420,1.0,0.0,1.0,follow
135132634,178183112,1.0,0.0,1.0,follow
135132634,193700451,1.0,0.0,1.0,follow
135132634,22135526,1.0,0.0,1.0,follow
135132634,247696871,1.0,0.0,1.0,follow
135132634,590023803,1.0,0.0,1.0,follow
342065781,25795054,1.0,0.0,1.0,follow
342065781,261162002,1.0,0.0,1.0,follow
342065781,2459169938,1.0,0.0,1.0,follow
342065781,359236505,1.0,0.0,1.0,follow
342065781,436502521,1.0,0.0,1.0,follow
342065781,599745022,1.0,0.0,1.0,follow
973811635,258750822,1.0,0.0,1.0,follow
15902589,35466620,1.0,0.0,1.0,follow
2360323201,29406736,1.0,0.0,1.0,follow
2360323201,19707925,1.0,0.0,1.0,follow
2360323201,25816086,1.0,0.0,1.0,follow
2360323201,797077016,1.0,0.0,1.0,follow
2360323201,267133998,1.0,0.0,1.0,follow
2360323201,19440175,1.0,0.0,1.0,follow
2360323201,2159555124,1.0,0.0,1.0,follow
2360323201,2587278392,1.0,0.0,1.0,follow
2360323201,86277690,1.0,0.0,1.0,follow
2360323201,20644420,1.0,0.0,1.0,follow
2360323201,27502152,1.0,0.0,1.0,follow
2360323201,347048522,1.0,0.0,1.0,follow
2360323201,3015585874,1.0,0.0,1.0,follow
2360323201,2992750166,1.0,0.0,1.0,follow
2360323201,74418780,1.0,0.0,1.0,follow
2360323201,383446627,1.0,0.0,1.0,follow
2360323201,575139959,1.0,0.0,1.0,follow
2360323201,2324314232,1.0,0.0,1.0,follow
2360323201,590023803,1.0,0.0,1.0,follow
2360323201,177134723,1.0,0.0,1.0,follow
2360323201,187138183,1.0,0.0,1.0,follow
2360323201,538056844,1.0,0.0,1.0,follow
2360323201,300641932,1.0,0.0,1.0,follow
2360323201,2459169938,1.0,0.0,1.0,follow
2360323201,1570350235,1.0,0.0,1.0,follow
2360323201,25805982,1.0,0.0,1.0,follow
2360323201,1059207842,1.0,0.0,1.0,follow
2360323201,435515048,1.0,0.0,1.0,follow
2360323201,14711982,1.0,0.0,1.0,follow
2360323201,2365152944,1.0,0.0,1.0,follow
2360323201,34760378,1.0,0.0,1.0,follow
2360323201,2105021,1.0,0.0,1.0,follow
2360323201,1955720384,1.0,0.0,1.0,follow
2360323201,236763329,1.0,0.0,1.0,follow
2360323201,24669894,1.0,0.0,1.0,follow
2360323201,61348039,1.0,0.0,1.0,follow
2360323201,537027271,1.0,0.0,1.0,follow
2360323201,824719051,1.0,0.0,1.0,follow
2360323201,239964366,1.0,0.0,1.0,follow
2360323201,26452697,1.0,0.0,1.0,follow
2360323201,162266849,1.0,0.0,1.0,follow
2360323201,181965556,1.0,0.0,1.0,follow
2360323201,1328903425,1.0,0.0,1.0,follow
2360323201,229376260,1.0,0.0,1.0,follow
2360323201,17263897,1.0,0.0,1.0,follow
2360323201,169833243,1.0,0.0,1.0,follow
2360323201,49477936,1.0,0.0,1.0,follow
2360323201,714051386,1.0,0.0,1.0,follow
2360323201,2423480636,1.0,0.0,1.0,follow
2360323201,2949949244,1.0,0.0,1.0,follow
2360323201,138294089,1.0,0.0,1.0,follow
2360323201,3063966541,1.0,0.0,1.0,follow
2360323201,22623059,1.0,0.0,1.0,follow
2360323201,22436706,1.0,0.0,1.0,follow
2360323201,258750822,1.0,0.0,1.0,follow
2360323201,15641984,1.0,0.0,1.0,follow
2360323201,130417544,1.0,0.0,1.0,follow
2360323201,359236505,1.0,0.0,1.0,follow
2360323201,2402894750,1.0,0.0,1.0,follow
2360323201,189467550,1.0,0.0,1.0,follow
2360323201,22006180,1.0,0.0,1.0,follow
2360323201,337995180,1.0,0.0,1.0,follow
2360323201,33894316,1.0,0.0,1.0,follow
2360323201,340376505,1.0,0.0,1.0,follow
2360323201,424617920,1.0,0.0,1.0,follow
2360323201,287591876,1.0,0.0,1.0,follow
2360323201,23901130,1.0,0.0,1.0,follow
2360323201,1587277770,1.0,0.0,1.0,follow
2360323201,135132634,1.0,0.0,1.0,follow
2360323201,2831363550,1.0,0.0,1.0,follow
2360323201,247696871,1.0,0.0,1.0,follow
2360323201,38290921,1.0,0.0,1.0,follow
2360323201,2294201833,1.0,0.0,1.0,follow
2360323201,1600557554,1.0,0.0,1.0,follow
2360323201,79459832,1.0,0.0,1.0,follow
2360323201,72549881,1.0,0.0,1.0,follow
2360323201,22874109,1.0,0.0,1.0,follow
2360323201,599745022,1.0,0.0,1.0,follow
193700451,15641984,1.0,0.0,1.0,follow
193700451,2459169938,1.0,0.0,1.0,follow
193700451,359236505,1.0,0.0,1.0,follow
193700451,64980891,1.0,0.0,1.0,follow
193700451,2402894750,1.0,0.0,1.0,follow
193700451,1059207842,1.0,0.0,1.0,follow
193700451,24791335,1.0,0.0,1.0,follow
193700451,267133998,1.0,0.0,1.0,follow
193700451,340376505,1.0,0.0,1.0,follow
193700451,86277690,1.0,0.0,1.0,follow
193700451,714051386,1.0,0.0,1.0,follow
193700451,25807167,1.0,0.0,1.0,follow
193700451,1955720384,1.0,0.0,1.0,follow
193700451,424617920,1.0,0.0,1.0,follow
193700451,130123715,1.0,0.0,1.0,follow
193700451,20644420,1.0,0.0,1.0,follow
193700451,885751759,1.0,0.0,1.0,follow
193700451,37413076,1.0,0.0,1.0,follow
193700451,135132634,1.0,0.0,1.0,follow
193700451,24825958,1.0,0.0,1.0,follow
193700451,254941287,1.0,0.0,1.0,follow
193700451,79459832,1.0,0.0,1.0,follow
193700451,590023803,1.0,0.0,1.0,follow
42357934,1587277770,1.0,0.0,1.0,follow
42357934,20644420,1.0,0.0,1.0,follow
261162002,342065781,1.0,0.0,1.0,follow
261162002,907734912,1.0,0.0,1.0,follow
546641586,2831363550,1.0,0.0,1.0,follow
22874109,2360323201,1.0,0.0,1.0,follow
22874109,275622946,1.0,0.0,1.0,follow
22874109,20644420,1.0,0.0,1.0,follow
22874109,169326150,1.0,0.0,1.0,follow
22874109,130417544,1.0,0.0,1.0,follow
22874109,347048522,1.0,0.0,1.0,follow
22874109,2992750166,1.0,0.0,1.0,follow
22874109,359236505,1.0,0.0,1.0,follow
22874109,714051386,1.0,0.0,1.0,follow
22874109,340376505,1.0,0.0,1.0,follow
22874109,2105021,1.0,0.0,1.0,follow
22874109,1269648894,1.0,0.0,1.0,follow
62208019,2360323201,1.0,0.0,1.0,follow
62208019,20644420,1.0,0.0,1.0,follow
62208019,187138183,1.0,0.0,1.0,follow
62208019,138294089,1.0,0.0,1.0,follow
62208019,546641586,1.0,0.0,1.0,follow
62208019,590023803,1.0,0.0,1.0,follow
62208019,3017002076,1.0,0.0,1.0,follow
62208019,25805982,1.0,0.0,1.0,follow
436502521,187138183,1.0,0.0,1.0,follow
436502521,2459169938,1.0,0.0,1.0,follow
436502521,359236505,1.0,0.0,1.0,follow
436502521,275622946,1.0,0.0,1.0,follow
436502521,340376505,1.0,0.0,1.0,follow
436502521,2105021,1.0,0.0,1.0,follow
436502521,20644420,1.0,0.0,1.0,follow
436502521,404060390,1.0,0.0,1.0,follow
436502521,342065781,1.0,0.0,1.0,follow
436502521,35466620,1.0,0.0,1.0,follow
436502521,599745022,1.0,0.0,1.0,follow
2944706828,20644420,1.0,0.0,1.0,follow
569870574,1953063710,1.0,0.0026954177897574125,1.0026954177897571,both
